ID,A1, A2, A3, A4, A5, A6, A7, A8, A9, A11, A12, A13, A14, A15, H1, H2, H3, H4, H5, H6, H7, H8, H9, H10, H11, H12, T1, T2, T3, T4, T5, T6, T7, T8, T9, T10, T11, T12, T13, T14, Sex, Age, Class, school every day?, share phone with family?, electricity at home?, parents rules phone?, Main purpose of phone use
269,4,1,1,1,1,2,2,3,4,4,,2,2,1,4,4,4,2,1,1,4,4,4,4,1,4,1,4,3,7,6,6,2,6,3,5,1,4,2,1,1,1,13,8,0,0,1,0,Music
270,4,4,3,4,4,4,3,4,4,4,3,3,1,1,4,2,3,4,4,4,4,1,4,4,4,3,4,4,5,5,2,5,2,1,1,1,1,3,2,1,0,1,14,8,0,0,0,0,Games
271,4,2,1,4,2,4,1,4,4,4,1,1,1,1,1,4,4,2,1,4,1,4,4,4,4,1,1,4,1,1,1,5,1,1,1,1,1,1,1,6,0,0,12,8,0,0,0,0,Games
272,4,1,1,4,4,4,1,2,2,2,2,,1,2,1,2,2,1,1,2,2,2,2,1,4,3,4,1,3,2,2,,2,1,2,1,2,2,3,3,5,1,13,8,0,0,0,0,Games
273,,1,2,2,4,1,,2,1,,,,,,2,4,1,3,,4,2,2,4,2,2,3,1,1,2,3,5,7,,2,3,2,4,5,5,,,1,14,8,0,0,1,0,School
274,4,2,1,4,2,4,3,4,4,3,4,3,2,2,3,4,4,4,1,4,3,1,4,4,4,2,1,7,6,7,5,6,5,,3,3,2,6,6,3,0,1,16,8,0,1,1,0,"School, Social Media"
275,1,1,1,2,1,1,2,,1,1,2,1,1,2,1,2,1,1,1,2,4,4,1,1,,1,,4,2,1,2,5,1,4,,1,4,3,2,0,0,1,12,8,0,0,0,0,"School, Communication"
276,1,4,4,1,4,4,4,4,4,4,1,,4,4,4,4,4,,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,11,8,0,0,0,0,School
277,3,1,3,3,3,3,1,3,4,1,1,1,4,1,4,1,4,1,4,4,4,4,4,4,1,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,8,0,1,1,1,Other
278,2,1,4,1,4,3,1,4,3,4,4,1,2,1,4,4,3,4,1,4,3,2,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,15,8,0,0,0,1,Games
279,3,4,1,4,3,1,2,4,1,2,1,1,4,4,1,4,3,1,1,4,1,2,2,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,15,8,0,0,1,,
280,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,4,3,1,2,4,1,3,3,4,4,1,4,6,6,7,4,3,5,2,5,5,2,3,2,3,0,1,17,8,0,1,1,0,School
281,2,1,1,2,1,3,1,,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,122,5,,5,1,5,1,4,,1,1,1,,3,1,1,0,1,15,8,0,0,0,0,School
282,1,1,2,1,4,4,3,4,4,3,,3,4,3,4,4,4,4,1,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,12,8,0,1,0,0,School
283,4,1,,2,4,1,1,4,3,4,4,2,3,1,4,1,2,1,2,4,4,1,4,4,4,3,2,7,7,2,4,7,1,1,7,1,1,1,2,4,0,1,16,8,0,0,0,0,School
284,1,1,2,1,,1,2,,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,0,0,1,13,8,0,0,0,0,School
285,4,4,1,4,3,4,1,4,4,4,1,1,4,4,4,4,4,1,1,4,1,4,,1,4,2,2,1,4,5,7,1,7,1,1,1,1,1,1,,,1,13,8,0,0,0,0,School
286,3,2,1,4,4,2,3,4,,4,3,2,1,4,4,4,4,2,4,4,2,3,4,3,4,4,4,2,2,6,1,,5,3,5,2,1,6,6,0,5,1,14,8,0,0,0,0,Music
287,2,2,3,3,1,3,1,2,2,3,1,4,4,4,3,4,2,4,1,4,4,4,2,,,,,4,1,4,3,2,5,3,1,3,1,2,4,0,1,,,8,0,0,1,0,Social Media
288,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,,2,,3,4,4,3,6,4,5,4,6,5,4,3,2,0,1,,8,0,1,0,0,Games
289,1,3,2,1,3,4,1,2,4,2,4,2,1,3,4,2,1,3,3,2,3,4,2,3,2,2,3,6,7,3,5,3,1,7,4,5,2,,6,,,0,14,8,0,0,1,0,"Games, Music"
290,2,3,3,1,2,4,1,3,2,2,1,4,2,4,2,1,2,2,2,2,4,4,1,,,,,2,4,,,1,2,7,1,5,4,6,4,0,0,1,,8,0,0,1,0,Music
291,1,1,2,1,2,3,3,4,2,3,1,1,1,2,4,4,4,4,1,4,4,3,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,15,8,0,1,0,1,Other
292,4,2,2,3,2,2,3,3,2,2,2,,4,4,4,1,3,2,2,4,3,4,4,2,4,4,4,3,4,3,6,7,5,7,6,6,6,5,7,0,0,0,13,8,0,0,0,0,"School, Communication"
293,4,4,2,4,1,4,4,4,4,1,1,4,1,4,1,1,4,4,1,4,1,4,4,4,4,4,1,5,5,,6,7,4,1,1,3,1,1,3,11,0,0,15,8,0,0,1,0,Communication
294,4,4,2,4,1,1,4,4,2,1,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,13,8,0,1,0,1,Music
295,3,4,4,2,2,4,3,4,3,4,2,4,2,2,2,3,2,2,3,4,2,4,3,3,2,2,3,2,4,5,4,5,3,6,3,2,5,3,5,0,2,0,15,8,0,0,0,0,Communication
296,2,1,3,4,3,4,1,1,2,,,4,3,2,3,2,2,3,3,1,2,4,1,2,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,15,8,0,1,0,1,"School, Other"
297,4,1,1,2,3,4,1,2,3,4,1,2,3,4,1,4,4,1,1,4,1,4,4,4,4,1,1,7,5,5,1,1,7,1,1,2,4,5,1,5,0,0,14,8,0,1,0,0,School
298,1,2,4,1,2,3,4,3,1,2,2,2,1,2,3,4,2,1,1,4,1,4,1,1,4,4,4,6,1,7,7,7,6,7,4,7,7,6,7,1,9,1,14,8,1,1,0,1,Social Media
299,2,1,3,4,2,2,1,3,4,2,1,1,3,2,3,1,2,4,4,,4,1,3,4,2,4,4,1,7,5,1,5,1,5,5,5,6,6,6,1,12,1,14,8,0,0,1,0,Communication
300,3,2,4,3,1,3,2,4,2,3,1,2,2,3,4,3,2,3,2,3,2,3,3,2,2,2,1,5,5,6,3,6,5,6,4,2,5,4,2,2,6,0,15,8,0,0,0,0,Other
301,2,1,2,4,4,2,3,4,4,3,,,,2,3,3,2,4,1,2,3,3,1,2,3,4,2,6,5,2,4,3,4,7,1,3,,3,6,3,7,0,16,8,0,0,0,0,Other
302,4,1,2,4,4,4,2,3,4,4,1,4,2,4,3,4,2,2,3,4,2,4,4,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,13,8,0,1,1,1,Other
303,4,1,3,2,4,3,2,4,1,1,1,3,2,3,4,3,2,2,1,4,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13,8,0,1,0,1,Other
304,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,2,4,1,2,1,2,2,4,3,1,3,1,2,3,4,1,2,1,2,1,1,1,2,1,1,0,1,16,8,0,0,1,0,Music
305,4,1,2,4,4,2,3,4,2,1,3,2,1,2,4,4,2,2,1,4,1,3,1,4,4,3,4,1,3,6,5,2,3,6,6,5,4,2,3,0,0,1,14,8,0,0,1,1,Music
306,1,2,2,3,2,3,2,4,3,1,2,4,3,2,,1,2,2,1,1,4,4,3,4,1,3,3,5,,5,5,4,3,2,1,7,6,5,2,11,,1,13,8,0,0,0,0,Communication
307,4,1,2,4,4,4,2,3,4,4,4,4,4,4,4,4,4,2,1,4,2,4,4,4,4,4,2,5,2,4,3,3,4,5,5,1,1,2,2,,6,,13,8,0,0,1,0,Games
308,2,1,2,3,1,4,1,1,4,4,1,4,4,1,4,4,2,1,3,2,4,3,3,4,3,2,3,5,7,6,4,6,6,2,4,1,3,1,4,1,,0,13,8,0,0,0,0,School
309,4,2,3,2,4,3,3,3,2,4,3,4,2,2,2,3,2,4,3,4,4,3,4,3,4,3,3,5,1,1,1,6,1,1,,6,2,6,4,2,4,0,13,8,0,0,0,0,Communication
310,1,3,4,1,1,3,3,1,3,2,4,2,3,1,2,4,2,4,1,4,4,4,4,1,,4,,1,1,1,1,1,1,1,1,1,1,1,1,,,0,15,8,0,1,0,1,
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,8,0,0,1,0,Games
312,4,3,3,4,2,3,3,4,2,3,2,3,3,3,2,4,1,3,2,4,3,3,3,3,3,2,4,4,3,2,3,4,3,2,2,2,3,2,2,3,1,0,15,8,0,0,0,0,Social Media
313,1,2,3,1,1,2,2,3,4,2,2,3,3,4,3,2,4,3,3,2,4,3,3,4,1,1,2,6,7,5,7,5,6,7,5,5,2,1,3,,,,16,8,0,1,0,1,School
314,1,1,2,1,3,3,1,4,1,3,4,1,3,1,3,3,2,3,4,4,4,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,,,0,14,8,0,1,1,1,
315,2,2,1,3,1,1,2,,2,1,3,2,3,2,1,1,2,,1,1,2,,2,1,4,,4,3,5,,2,6,2,4,3,4,3,3,3,,,1,16,8,0,0,0,0,Games
316,3,4,2,1,2,1,2,1,1,2,1,4,4,4,1,1,,4,1,4,1,4,4,4,4,2,4,1,1,1,2,1,2,1,1,1,2,1,1,,,0,14,8,0,0,1,0,Communication
317,4,3,4,3,4,3,1,4,1,4,4,3,2,4,4,4,3,2,1,4,1,4,4,4,4,2,2,5,3,1,1,3,1,1,1,1,1,1,1,,,1,13,8,0,0,1,0,School
318,4,2,1,4,1,2,2,3,2,2,1,4,3,3,2,4,2,4,1,4,3,4,4,3,4,3,3,6,4,5,2,4,5,2,2,2,1,2,4,,,1,12,8,0,0,0,0,Communication
319,4,2,1,3,1,4,2,1,2,2,4,2,4,1,2,2,3,4,1,4,2,3,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,1,14,8,0,1,0,1,School
320,4,4,3,4,4,3,4,2,2,2,1,2,1,2,1,4,4,3,3,4,2,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,15,8,0,1,0,1,
321,1,3,4,1,1,2,1,3,1,4,1,2,4,2,4,1,4,3,4,4,1,4,3,1,4,3,2,4,1,6,,7,,5,1,2,4,6,4,7,0,0,15,8,0,1,1,1,Social Media
322,1,1,3,4,1,2,1,,3,4,1,2,4,3,1,4,2,4,1,3,3,1,4,4,4,3,2,1,1,1,1,4,2,,3,5,6,3,6,0,1,1,11,8,0,0,0,0,Games
323,4,2,3,4,3,2,1,4,3,1,1,4,2,3,2,4,3,3,4,4,3,2,4,3,3,4,2,1,3,3,4,5,7,3,1,1,2,4,4,,,1,15,8,0,0,0,0,School
324,2,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,3,1,1,1,2,1,1,2,3,0,1,0,15,8,0,0,0,0,Games
325,3,1,1,3,1,4,,1,1,1,1,3,1,1,1,3,1,1,1,3,1,4,1,,,,,1,1,1,6,3,1,1,1,5,1,1,1,0,1,0,13,8,0,0,0,0,School
326,2,1,4,4,4,2,3,3,3,3,4,1,2,2,1,3,2,1,3,1,2,4,4,,,,,6,5,1,4,6,5,,5,4,7,6,7,,,0,10,8,0,0,1,1,Communication
327,1,2,4,1,1,2,3,4,1,4,3,2,3,4,1,4,3,2,2,4,3,4,4,1,4,2,4,4,5,1,4,7,1,6,3,6,7,3,4,11,10,0,13,8,0,0,0,0,Games
328,3,3,4,2,3,3,4,3,3,3,3,3,3,2,2,1,4,1,4,1,4,3,4,4,4,4,1,1,2,1,1,1,4,1,2,1,1,3,7,0,0,1,12,8,0,0,1,1,Other
329,4,1,4,3,1,4,1,1,2,,1,3,2,1,1,3,4,3,3,2,1,1,3,3,3,2,1,1,5,7,7,4,5,1,6,4,4,6,7,2,0,1,12,8,0,0,0,1,Music
330,2,3,3,1,1,1,3,1,3,2,1,1,1,2,,,,1,2,1,4,1,3,1,2,3,1,5,3,6,4,4,1,,1,4,,5,5,15,0,0,16,8,1,1,0,0,"Communication, Games"
331,4,3,4,2,3,3,4,2,3,4,4,1,2,4,1,3,2,4,2,4,3,4,4,4,4,3,3,5,2,5,7,4,6,1,3,4,5,6,7,2,4,0,15,8,0,0,0,0,Social Media
332,4,3,1,4,,3,4,2,2,1,1,3,4,2,4,2,2,4,1,4,2,2,4,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,14,8,0,,1,,
333,2,3,,2,4,1,3,1,4,3,1,3,4,3,2,4,2,1,3,3,2,3,4,4,2,3,3,4,6,7,1,4,6,6,6,64,2,2,4,,,0,11,8,0,1,0,1,Games
334,4,2,4,4,2,4,1,2,1,2,1,2,1,2,2,2,2,4,1,3,1,3,3,2,1,2,2,1,1,2,2,,2,1,2,2,2,2,2,,,1,13,8,0,0,0,1,Games
335,4,2,1,4,2,4,1,1,2,3,1,1,2,3,1,1,4,3,1,4,2,4,4,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,13,8,0,1,0,1,School
336,2,1,2,4,1,3,1,1,1,3,1,2,1,3,1,4,3,4,1,3,1,4,4,1,2,3,2,1,1,,3,4,3,5,2,3,4,2,3,0,2,1,12,8,0,1,0,0,Games
337,2,4,4,2,2,1,2,4,2,1,1,,3,4,2,3,4,4,3,1,1,4,1,4,4,2,1,1,4,5,4,4,1,1,1,13,3,2,1,1,2,0,16,8,0,1,0,0,Games
338,4,2,1,3,,1,3,,3,,1,3,4,4,2,2,2,1,1,3,3,4,4,3,4,1,3,7,4,3,1,4,1,7,4,6,5,,2,0,0,1,14,8,0,0,0,0,Games
339,3,3,3,4,3,4,2,3,3,4,1,2,2,4,2,4,2,3,3,4,4,4,4,2,4,2,2,1,1,1,15,6,1,1,1,3,1,1,1,0,1,1,13,8,0,0,1,0,Games
340,4,4,3,4,2,4,3,1,2,4,1,3,2,3,4,4,3,4,1,4,4,3,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,,,1,13,8,0,1,0,1,Social Media
341,3,4,4,4,2,1,1,4,1,2,4,3,1,3,3,3,1,1,3,4,2,2,4,4,,1,,5,4,5,6,5,3,3,2,7,1,7,7,,,,14,8,0,0,0,0,School
342,4,2,4,4,4,1,3,4,1,2,3,4,2,1,4,4,4,3,3,3,4,1,2,3,4,2,4,4,1,1,4,3,1,1,6,3,1,1,1,0,1,1,15,8,0,0,0,1,Games
343,4,4,1,4,1,,4,4,4,4,1,4,1,4,4,4,1,4,1,4,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,13,8,0,1,1,1,Music
344,4,2,1,2,4,4,1,2,4,1,4,1,1,4,4,2,4,1,1,4,3,1,3,2,4,4,4,2,4,2,7,7,7,7,7,6,,1,7,,,1,13,8,0,1,0,0,School
345,4,4,1,4,2,4,3,1,4,1,2,4,1,4,2,4,1,2,3,1,4,1,4,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,,,1,14,8,0,0,0,1,Music
346,3,3,2,4,2,2,2,4,4,4,1,1,1,3,4,4,3,4,1,4,4,4,4,1,4,3,3,2,1,1,2,5,2,2,7,4,6,7,5,3,0,1,12,8,0,0,0,0,Other
347,1,4,2,3,4,3,3,4,4,4,1,1,1,3,1,4,3,4,3,4,3,2,2,3,4,4,4,1,1,1,1,2,4,4,3,5,6,1,5,0,1,1,11,8,0,0,0,0,Communication
348,1,3,4,1,2,4,3,2,1,4,3,1,3,2,4,2,2,1,3,4,1,3,4,2,2,4,3,3,7,4,2,1,4,3,6,5,5,3,4,,,,15,8,0,0,1,0,"School, Communication, Games, Social Media, Music, Other"
349,4,4,3,3,2,3,4,3,4,1,1,4,4,2,1,4,4,3,3,4,1,3,2,4,4,2,4,7,7,6,5,2,7,5,4,,6,2,4,1,0,0,14,8,0,0,0,0,School
350,4,4,2,4,4,4,3,4,1,4,4,3,1,1,4,4,1,4,4,4,4,4,4,4,4,2,4,7,5,6,6,7,6,,3,5,7,7,3,1,6,1,13,8,0,0,1,0,Communication
351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,3,2,,1,3,2,3,5,0,1,1,19,8,0,1,0,0,Music
352,1,4,1,4,1,4,1,1,1,1,1,1,4,4,1,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,,,1,15,8,0,1,0,1,School
353,4,4,3,4,2,2,1,4,4,2,1,4,1,1,4,1,2,2,2,4,2,4,4,4,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,,,1,14,8,0,0,0,0,Games
354,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,3,3,2,2,1,2,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,14,8,0,1,1,0,"Communication, Social Media, Other"
355,3,4,,3,,4,1,3,4,1,1,3,4,,,4,1,3,2,4,2,4,4,3,4,1,2,5,3,5,,,,4,,,,,,8,,2,16,8,0,0,1,0,"School, Games, Music"
356,3,1,3,3,1,3,2,3,1,3,2,2,3,2,1,3,2,1,1,3,2,3,3,3,3,,2,3,,,6,,7,1,1,2,3,1,4,1,,1,13,8,0,0,0,1,School
357,4,2,3,4,2,1,2,4,3,2,1,2,1,3,3,2,1,4,4,2,4,4,1,4,2,2,,4,2,,7,3,2,5,3,2,3,4,1,10,4,0,,8,0,0,0,0,Games
358,4,2,1,4,3,4,4,4,1,4,4,1,1,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1,3,5,4,4,1,1,1,2,,1,1,,2,1,12,8,0,0,0,1,Communication
359,4,2,1,4,4,4,4,3,4,3,4,3,2,3,4,1,4,1,4,1,4,4,1,4,1,2,4,3,4,2,,2,2,3,4,3,5,5,1,,,2,13,8,0,0,0,0,Games
360,4,2,1,1,2,4,4,2,4,1,1,4,2,4,25,1,4,4,1,4,4,1,4,4,4,2,1,2,2,2,1,3,2,2,1,1,1,1,2,1,,1,14,8,0,1,0,0,Communication
361,2,1,,1,,,1,2,4,1,1,3,4,1,2,1,2,3,1,1,2,1,4,1,1,2,2,2,1,1,2,7,3,1,1,3,2,1,2,,,1,16,8,0,1,1,1,Games
362,4,4,1,2,,1,,1,1,4,4,1,1,4,4,4,2,1,1,2,2,2,1,2,2,2,2,6,5,5,1,4,5,1,1,3,1,5,1,,3,1,18,8,0,0,1,0,Games
363,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6,,7,4,3,4,2,1,3,3,10,0,15,8,0,0,0,0,Social Media
364,3,2,4,4,1,4,2,2,3,4,1,1,1,2,2,4,2,4,1,4,4,3,4,4,2,2,3,3,5,2,7,6,5,5,3,5,4,5,5,,,0,14,8,0,0,0,0,Social Media
365,4,2,1,4,2,3,4,3,1,2,3,1,1,2,4,2,1,3,2,4,4,2,1,1,2,4,2,1,1,4,1,1,5,1,2,6,1,7,1,,1,0,13,8,0,0,0,0,Music
366,1,2,1,4,2,3,1,3,4,3,2,1,3,3,2,2,4,3,3,1,2,1,3,2,2,3,3,1,4,3,6,7,2,7,5,6,3,5,1,1,6,1,14,8,0,0,0,0,Music
367,1,2,,1,4,,1,4,1,1,1,3,3,,,1,4,3,3,1,2,1,3,2,2,3,3,1,4,3,,5,2,6,5,6,3,5,1,1,6,1,15,8,0,0,0,0,Music
368,4,3,2,3,2,3,1,4,4,4,1,4,4,3,4,4,4,3,2,4,3,4,4,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,,,0,14,8,0,1,1,1,School
369,3,4,2,1,3,4,1,3,2,4,1,3,3,3,3,3,4,2,2,1,4,4,1,3,3,2,2,6,7,5,4,3,2,5,7,4,1,4,5,3,3,0,20,8,0,0,1,0,Games
370,4,2,3,2,3,4,2,2,2,4,3,3,4,3,3,3,2,4,2,3,2,3,2,2,3,4,4,7,3,4,6,7,4,5,3,5,4,5,5,,,0,13,8,0,0,0,0,Games
371,3,1,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,0,14,8,0,1,1,1,"School, Communication, Social Media, Music"
372,4,2,1,4,4,4,2,3,4,4,1,2,2,3,4,4,3,3,1,4,1,4,4,2,4,2,4,2,4,4,6,7,1,2,1,1,3,1,1,2,,0,12,8,1,0,0,0,Music
373,1,2,,3,1,4,4,4,1,2,4,4,4,4,3,3,2,2,3,4,1,3,4,2,4,1,1,3,6,4,1,6,4,4,1,5,1,3,1,2,1,1,14,8,0,0,1,0,Music
374,1,4,1,4,3,1,3,3,3,2,1,3,4,1,3,4,2,2,2,4,4,4,3,,,,,3,6,3,4,5,2,1,2,1,2,7,3,3,,1,17,8,0,0,0,0,Music
375,1,3,1,4,3,3,3,4,3,2,3,3,3,2,,2,2,3,3,1,3,1,1,,,,,1,4,3,4,5,5,6,4,3,5,4,2,,,,13,8,0,0,1,1,Social Media
376,3,3,,3,1,3,3,3,,3,1,1,3,,3,3,1,1,1,3,2,3,1,3,3,4,1,1,4,3,3,4,3,4,5,6,5,4,1,,,1,14,8,0,0,0,0,Games
377,2,1,3,4,2,2,1,4,2,3,4,3,3,4,2,2,2,3,3,4,2,3,4,2,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,,,1,13,8,0,1,0,1,Other
378,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,15,8,0,0,1,1,School
379,4,4,4,4,3,3,1,4,3,2,1,3,1,4,3,3,3,2,3,2,1,4,2,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,,,2,14,8,0,1,1,,Other
380,2,2,2,2,2,2,2,,,2,2,,2,1,3,2,2,3,4,3,3,4,2,3,3,2,4,7,7,7,7,7,5,,3,5,5,6,7,,,0,13,8,0,0,1,1,Communication
381,2,1,2,4,,2,3,1,1,2,1,4,4,4,1,1,2,1,4,4,4,4,4,3,2,2,7,5,7,7,7,5,1,3,4,5,25,1,5,,1,1,13,8,0,0,0,0,Social Media
382,1,1,3,2,4,4,3,2,2,4,1,1,3,1,4,4,2,1,1,4,1,1,4,1,4,1,1,5,3,4,7,5,5,,4,1,1,4,3,,,1,14,8,0,0,1,0,Music
383,2,2,2,2,2,1,2,3,3,2,1,2,2,1,3,2,2,3,4,3,3,4,2,3,2,2,4,7,7,7,7,7,6,5,2,4,2,4,7,,,0,15,8,0,0,1,1,Communication
384,2,3,2,2,3,3,2,1,3,2,2,3,3,3,1,3,3,2,2,3,1,3,1,2,3,1,3,4,6,6,4,3,3,5,,4,2,,2,14,7,0,15,8,0,0,0,0,Social Media
385,3,4,4,4,2,3,3,3,4,3,3,2,4,3,3,3,2,2,3,3,4,4,3,3,4,4,4,5,7,4,7,5,6,6,4,6,3,5,6,13,1,1,16,8,0,0,0,0,Music
386,1,2,1,1,2,3,4,2,1,1,2,3,3,2,2,3,1,3,2,3,3,4,4,1,1,,2,,,,1,,1,2,2,3,2,2,2,,,0,16,8,0,0,0,1,Communication
387,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,4,2,4,4,4,4,4,4,4,3,3,6,6,5,7,5,6,5,5,7,5,4,5,5,,0,17,8,0,0,0,0,School
388,4,1,2,4,4,1,2,4,1,4,1,4,4,2,1,4,1,4,3,4,1,2,4,1,4,1,2,2,1,1,1,,1,1,1,1,5,1,1,,2,,14,8,0,0,0,0,Music
389,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,,3,5,6,2,7,7,7,7,7,7,7,,,0,15,8,0,0,0,1,Communication
390,4,2,2,4,1,2,1,2,2,3,1,4,4,2,4,3,3,3,2,2,4,2,4,3,3,3,2,1,1,1,2,3,2,1,1,1,1,1,1,2,6,0,14,8,0,0,0,0,Communication
391,2,2,1,3,4,4,4,3,4,3,1,4,1,4,4,2,4,1,3,1,4,4,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,13,8,0,1,0,1,Other
392,4,2,2,4,3,2,3,3,2,4,1,4,3,2,2,4,1,4,1,4,1,1,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,0,12,8,0,1,0,1, Other
393,2,3,1,3,2,3,2,1,2,2,4,4,4,3,2,4,1,3,3,2,3,1,3,3,3,2,2,5,,4,2,6,3,3,1,3,4,1,2,4,,1,14,8,0,0,0,0,School
394,4,4,2,2,1,3,1,3,2,1,1,2,1,2,3,2,3,1,2,3,1,1,2,3,3,2,2,2,2,1,1,3,1,1,2,2,1,1,1,0,2,2,12,8,0,0,0,0,Music
395,4,3,3,2,3,2,1,4,3,2,3,4,3,1,2,3,3,3,1,2,4,1,4,3,1,2,4,7,6,6,5,3,2,1,7,6,6,5,3,,,1,13,8,0,1,0,1,School
396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,1,1,3,5,2,1,1,1,1,1,1,1,1,1,0,0,1,14,8,0,0,0,0,Music
397,1,2,1,1,1,2,1,1,2,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,16,8,0,1,0,0,Music
398,1,2,4,1,3,4,1,2,1,3,2,1,3,1,2,2,3,1,3,1,1,2,2,2,1,2,1,3,2,4,1,6,5,1,5,5,2,1,2,,,1,14,8,0,,1,0,Music
399,4,4,2,3,2,1,2,3,2,4,4,4,3,2,3,4,2,3,2,3,3,4,4,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,11,1,15,8,0,1,1,0,Music
400,4,1,2,4,,1,1,1,1,3,1,3,2,1,1,3,1,4,1,2,2,3,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,12,8,0,0,0,0,School
401,1,4,1,3,1,1,2,1,4,1,4,2,3,1,2,1,3,4,2,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,14,8,0,0,0,0,Games
402,,1,2,2,4,1,1,3,4,3,1,2,2,3,4,1,2,2,1,4,3,1,1,2,2,3,1,1,2,,5,4,,1,1,2,1,3,3,0,3,1,15,8,0,0,1,1,Music
403,1,4,1,4,3,3,1,4,4,4,4,2,3,2,4,4,4,3,3,4,3,4,4,1,4,2,4,1,1,1,6,1,5,1,1,1,1,2,3,0,0,1,15,8,0,0,0,0,Music
404,4,1,1,4,4,4,1,,3,4,1,1,4,1,4,4,3,4,1,4,1,4,4,1,4,3,4,4,5,3,1,6,2,1,1,2,1,7,3,0,7,0,12,8,0,0,0,0,Games
405,4,2,3,4,1,4,4,4,1,4,4,1,1,1,4,4,4,1,1,1,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,12,8,0,1,1,0,Other
406,3,2,4,4,,3,2,,4,3,4,3,,1,3,4,3,4,2,4,2,4,2,,,,,3,7,7,,6,4,6,2,2,2,3,2,0,2,1,15,8,0,0,0,0,Music
407,1,3,1,4,1,1,,2,1,1,4,2,3,1,2,1,2,2,1,3,4,4,2,2,4,1,3,5,6,3,4,5,5,2,4,3,6,7,4,,,1,,8,1,1,0,0,Social Media
408,4,3,4,4,2,4,2,4,2,3,1,2,4,3,2,4,3,4,2,4,3,4,4,2,1,1,2,3,1,1,2,4,3,4,1,1,1,,1,0,6,1,13,8,0,0,0,0,Social Media
