ID,A1, A2, A3, A4, A5, A6, A7, A8, A9, A11, A12, A13, A14, A15, H1, H2, H3, H4, H5, H6, H7, H8, H9, H10, H11, H12, T1, T2, T3, T4, T5, T6, T7, T8, T9, T10, T11, T12, T13, T14, Sex, Age, Class, school every day?, share phone with family?, electricity at home?, parents rules phone?, Main purpose of phone use
547,4,2,1,2,2,2,1,2,1,1,1,4,2,2,4,1,2,2,1,4,2,2,4,4,2,2,1,2,4,6,1,1,2,2,3,2,1,2,4,,2,1,17,11,0,0,0,0,School
548,4,2,1,,3,1,,4,3,2,4,3,1,4,3,4,1,3,1,4,3,1,3,3,4,2,1,2,3,4,1,,2,1,2,1,4,3,1,19,,1,20,11,0,0,1,0,Social Media
549,4,3,2,2,4,3,1,4,3,2,4,4,3,3,4,1,2,1,3,4,1,2,4,1,4,2,3,3,3,3,3,3,2,2,2,1,1,3,3,1,0,1,18,11,0,0,1,0,Communication
550,1,1,1,4,1,1,1,1,1,4,2,4,4,3,2,4,2,4,1,4,3,3,4,1,4,1,1,2,1,1,4,6,4,1,2,5,1,2,1,,4,0,15,11,0,0,0,0,School
551,4,2,4,2,1,4,2,1,4,1,4,2,1,4,2,4,4,3,1,4,1,1,4,4,4,1,1,6,5,7,6,7,6,5,5,5,5,5,4,6,2,0,16,11,0,1,0,0,Music
552,2,1,1,2,1,2,1,1,1,3,1,3,2,1,4,2,2,3,1,3,1,2,2,2,2,1,2,3,3,2,2,,5,3,3,4,3,5,4,2,4,0,18,11,0,1,0,0,"School, communication, games, social media, music, videos"
553,4,1,1,4,4,,1,4,1,2,2,1,4,2,4,4,3,4,2,1,2,1,4,3,2,2,2,2,3,1,2,2,1,2,3,1,1,6,1,,4,0,17,11,0,0,0,0,"School, communication"
554,4,2,4,4,4,4,1,4,1,4,1,,1,2,4,2,3,3,1,4,2,1,4,4,4,2,2,3,3,7,2,4,6,1,2,4,4,3,2,,4,0,17,11,0,0,0,1,Communication
555,4,4,4,1,4,4,2,1,4,4,1,4,3,2,2,1,3,2,1,4,4,1,4,4,4,,1,3,6,7,6,4,,2,,5,3,2,6,,4,1,19,11,0,0,1,1,Communication
556,3,3,2,2,2,2,3,2,1,3,1,2,2,1,4,2,2,3,1,4,2,2,3,4,3,2,2,6,5,3,2,2,3,2,2,2,1,4,1,10,,0,18,11,0,1,0,0,Communication
557,4,1,1,4,3,4,1,2,1,4,1,1,2,2,4,3,4,3,2,4,4,4,4,3,2,3,1,2,5,6,3,2,2,4,3,4,4,1,2,5,,1,17,11,0,0,1,0,Music
558,4,1,2,4,1,4,1,2,4,4,4,2,1,4,2,4,3,4,1,4,3,2,4,2,4,1,4,6,5,5,,6,5,6,6,7,5,6,3,,5,0,16,11,0,1,0,0,"School, social media"
559,4,1,2,2,3,2,1,3,2,3,1,3,2,3,2,2,1,2,1,4,1,3,4,4,4,2,3,5,3,2,3,5,2,1,2,1,1,5,3,1,,0,18,11,0,0,1,0,school
560,3,4,2,2,4,4,3,2,4,4,1,2,1,4,4,2,4,4,1,2,1,2,4,1,4,2,4,6,4,7,4,5,4,,,6,2,2,3,,8,0,18,11,0,1,0,0,Social Media
561,3,1,1,1,4,4,1,1,1,4,4,4,1,2,3,2,4,1,1,4,4,2,4,4,4,2,2,1,2,6,3,1,1,1,1,1,2,1,2,,10,0,15,11,0,1,0,0,Communication
562,4,2,3,4,2,4,1,2,4,1,1,2,1,2,1,1,2,2,1,4,1,2,2,1,2,2,1,5,2,2,1,2,1,2,1,1,2,3,5,17,7,1,18,11,0,0,0,0,Communication
563,4,1,1,4,2,3,1,1,3,4,1,4,3,4,2,4,2,4,1,3,2,1,3,1,2,2,2,5,3,5,2,3,5,1,6,2,1,7,3,,,,18,11,1,0,1,0,Games
564,4,4,1,4,2,4,1,4,1,4,1,1,1,1,4,4,3,2,1,4,4,1,3,2,4,1,1,1,1,1,1,5,1,3,2,2,4,5,2,,2,0,18,11,0,0,0,0,school
565,4,4,1,3,1,1,4,4,4,,2,1,4,4,2,3,2,4,3,4,1,2,1,4,1,2,4,5,6,5,6,2,6,6,3,5,,5,3,,,1,20,12,0,0,0,0,Music
566,4,1,2,4,2,2,2,1,2,4,2,4,1,2,3,4,,2,,,,,,,,,,5,6,,2,3,5,2,1,6,2,6,5,18,0,1,18,12,0,1,0,0,Music
567,4,4,2,2,4,4,2,2,4,2,1,3,3,4,3,2,1,4,1,4,1,4,4,1,4,3,4,6,6,6,5,4,4,4,3,4,,5,4,2,0,0,18,12,0,0,0,1,"School, Music"
568,4,4,2,4,1,1,4,1,1,4,1,4,1,4,4,1,1,4,1,2,3,1,4,1,4,2,3,6,5,5,4,3,5,1,2,4,5,5,5,4,0,,17,12,0,1,0,1,Communication
569,4,,1,4,4,2,1,1,2,4,4,3,2,4,3,2,2,,1,4,1,1,4,4,4,2,1,5,2,3,5,2,2,2,1,1,1,1,2,2,0,1,18,12,0,1,1,0,Music
570,3,1,1,2,2,1,1,3,2,4,4,2,4,4,3,4,2,3,1,4,1,2,4,2,4,3,4,6,6,6,7,6,7,2,1,6,6,4,4,3,0,0,18,12,0,0,0,0,Social Media
571,3,1,1,4,3,1,1,2,1,1,1,4,4,2,1,1,3,2,1,4,1,1,4,2,4,1,1,3,3,3,4,3,5,1,2,4,4,2,2,4,0,0,18,12,0,0,0,0,Communication
572,3,3,1,4,2,4,1,2,2,4,1,2,4,2,4,2,2,3,1,4,4,2,3,3,3,,2,5,6,6,5,2,3,5,4,4,1,1,6,5,0,0,17,12,0,0,0,1,Social Media
573,3,2,1,4,2,1,4,2,4,1,4,4,2,3,4,1,3,2,1,4,3,1,4,4,1,2,1,1,4,2,2,4,6,1,2,1,6,3,1,0,6,1,20,12,0,0,1,0,Games
574,2,2,1,4,4,4,2,3,3,2,4,2,1,4,4,3,3,4,1,4,1,4,4,2,4,1,2,5,6,5,5,6,5,5,3,5,3,5,6,3,2,0,19,12,0,1,0,1,Other
575,4,4,1,2,1,3,3,1,3,,4,4,4,3,1,2,3,4,1,2,2,1,2,4,3,4,1,7,6,4,2,2,3,2,2,4,5,4,3,4,10,1,18,12,0,1,0,1,Games
576,4,4,1,4,1,2,2,4,4,4,1,1,1,1,2,4,2,4,1,4,4,1,4,1,3,1,2,5,2,5,6,5,2,4,6,1,6,3,3,16,,0,16,12,0,0,0,0,Music
577,2,3,1,2,3,1,4,2,4,4,3,3,3,2,2,3,2,3,1,3,1,2,3,3,4,2,3,6,3,3,2,5,6,4,5,4,,5,6,5,0,0,17,12,0,1,0,1,Games
578,3,1,3,4,1,4,1,3,1,4,1,1,1,1,4,2,1,4,1,4,1,2,4,4,4,4,2,6,6,5,1,1,1,5,6,2,2,5,2,4,0,0,17,12,0,0,0,0,Music
579,4,3,,3,,2,1,4,1,3,1,3,,1,4,1,2,1,1,3,1,4,4,2,4,4,2,4,3,6,5,2,4,2,1,2,1,4,2,1,0,1,18,12,0,0,0,0,Communication
580,4,2,1,4,2,4,4,3,1,4,1,1,1,1,4,2,4,2,1,2,1,2,4,4,4,2,2,5,6,4,6,,3,5,5,5,4,4,5,1,0,1,19,12,0,0,0,1,Communication
581,3,3,1,2,3,2,1,1,4,3,1,2,1,2,4,2,4,1,4,4,2,2,3,1,2,4,2,4,3,4,3,3,2,2,5,3,4,2,4,2,0,1,18,12,0,0,1,1,Other
582,2,2,2,1,2,1,4,1,1,4,2,4,4,4,1,4,1,4,1,4,1,4,4,1,4,2,3,5,2,2,4,4,3,,3,1,1,3,4,0,4,0,18,12,0,0,0,0,School
583,4,1,1,4,1,4,2,4,2,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,4,7,5,5,3,4,3,2,3,4,2,7,2,6,0,0,15,12,0,1,0,1,Communication
584,4,3,1,4,4,4,2,3,2,4,1,1,1,2,3,2,4,3,1,4,3,1,4,3,4,4,2,3,5,5,4,2,4,2,4,2,1,2,5,0,1,1,15,12,0,0,0,1,Other
585,4,2,1,2,4,4,2,2,4,4,1,1,2,4,2,3,2,3,3,2,4,2,4,3,3,2,3,4,5,,4,5,3,3,4,4,3,3,4,1,3,1,17,12,0,0,0,0,Communication
586,4,4,,2,4,2,4,4,4,4,1,1,1,1,1,2,2,4,1,4,2,2,4,1,4,4,2,6,5,6,6,7,6,4,6,7,6,2,6,7,0,0,17,12,0,1,0,1,Social Media
587,4,1,1,4,1,1,1,4,1,4,1,4,4,2,4,4,1,3,1,4,1,1,4,2,4,2,2,4,3,5,7,6,6,7,,3,5,2,1,4,2,1,18,12,0,1,0,0,School
588,4,4,1,4,4,4,1,4,4,3,1,2,2,3,3,2,3,,1,4,2,1,4,4,4,4,3,3,5,6,3,2,3,5,6,2,2,5,2,2,0,1,19,12,0,0,0,0,Communication
589,4,2,3,4,1,4,3,4,1,2,1,4,4,4,,2,2,3,1,1,2,1,4,4,2,3,2,6,7,5,6,4,5,3,6,,3,4,5,15,6,1,18,12,0,0,0,0,Social Media
590,3,2,1,,1,1,1,4,4,2,1,4,4,4,4,4,2,2,1,4,3,2,4,4,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,,12,0,,1,,
591,4,2,1,4,4,4,1,4,1,2,1,4,2,4,4,2,3,2,1,4,2,2,2,4,4,3,1,7,6,1,3,4,6,,2,1,4,1,2,15,6,1,20,12,0,,1,0,Social Media
592,2,1,2,2,,1,,2,1,4,1,3,1,1,1,4,2,4,1,4,1,2,4,2,4,2,2,5,4,5,6,,4,4,3,3,3,3,4,1,0,1,16,12,0,0,0,0,Communication
593,4,4,3,4,4,4,1,4,4,3,1,1,1,4,4,1,4,1,2,4,2,2,4,4,2,4,1,4,6,4,2,5,5,2,7,1,3,5,5,1,0,1,18,12,0,0,1,0,Communication
594,1,1,1,4,4,4,1,4,4,4,4,1,3,1,4,4,4,3,1,4,1,4,4,1,4,1,4,7,7,7,7,2,7,5,2,2,2,3,7,1,0,0,18,12,0,1,0,1,Social Media
595,4,2,3,4,4,4,4,1,1,1,4,4,1,4,1,3,4,4,1,4,1,4,4,4,4,3,4,6,6,2,6,5,6,2,2,6,2,2,2,5,2,1,17,12,0,0,0,0,"school,communication,music,other"
596,4,2,1,4,2,3,3,3,1,3,4,2,1,4,3,1,3,2,1,3,,2,3,1,3,2,2,2,5,3,5,4,2,5,5,3,2,5,5,0,8,1,18,12,0,0,0,0,Communication
597,4,3,4,4,1,4,1,4,3,2,2,3,2,3,4,2,4,2,1,4,4,2,3,4,4,2,4,4,6,6,4,3,6,,2,6,5,4,6,0,4,1,17,12,0,0,0,0,school
598,4,1,4,4,3,4,1,2,2,4,1,4,3,3,1,4,2,3,3,4,2,2,3,2,4,2,1,2,3,2,4,1,5,3,4,1,1,4,3,0,9,1,18,12,0,0,1,0,School
599,1,3,1,4,3,4,4,2,2,4,1,4,3,3,4,2,4,4,1,4,1,2,4,4,4,2,2,6,5,4,4,4,4,2,5,3,2,2,4,3,0,1,15,12,0,0,0,0,Music
600,4,4,1,4,1,1,1,1,3,4,1,1,,1,1,4,4,4,1,4,1,1,4,4,4,1,1,1,5,1,5,5,5,1,1,1,1,1,1,0,6,1,19,12,0,0,1,1,Social Media
601,4,2,1,4,2,3,1,4,2,4,2,1,,2,2,3,4,3,2,4,2,3,4,3,4,2,3,2,,4,2,1,6,6,6,5,6,4,2,3,0,1,18,12,0,0,0,0,Communication
602,4,3,1,4,3,4,2,1,1,3,2,3,1,4,4,4,4,4,1,3,2,1,4,3,4,4,2,6,4,4,6,2,3,4,6,7,6,2,5,2,0,1,16,12,0,1,0,1,Music
603,4,4,3,4,4,4,4,4,2,4,1,1,1,4,4,4,2,4,1,4,1,2,4,1,3,3,3,7,2,2,4,7,2,5,7,7,7,2,7,4,0,0,19,12,0,1,1,1,Other
604,1,2,,1,4,4,3,4,2,3,1,,3,4,2,2,3,2,2,1,1,1,3,3,2,4,2,4,5,6,5,2,3,3,5,3,1,3,2,3,0,1,20,12,0,0,0,0,School
605,4,2,2,4,4,3,2,4,3,2,1,1,1,2,2,1,1,4,4,4,3,1,3,1,2,2,2,3,4,5,6,2,6,1,5,3,1,2,4,7,9,1,19,12,0,0,1,0,Communication
606,3,1,1,4,4,4,2,2,2,1,1,4,3,2,1,3,1,4,1,4,3,4,4,2,4,2,2,5,6,4,5,2,6,1,7,3,2,3,4,5,11,0,17,12,0,0,0,0,Communication
607,4,2,1,4,4,3,2,4,1,3,4,1,1,4,3,3,3,1,1,4,2,3,4,2,3,,2,6,6,6,6,2,5,2,4,2,1,1,6,5,0,0,19,12,0,1,0,0,Music
608,4,4,1,1,4,3,3,4,3,4,2,2,2,3,4,3,2,3,1,4,2,3,4,4,3,3,2,3,5,4,2,2,3,4,5,6,5,2,3,2,0,1,16,12,0,0,0,1,Other
609,4,3,4,4,2,4,4,1,1,3,4,4,2,4,4,2,2,4,1,4,4,1,4,4,4,2,2,2,5,1,2,3,5,1,2,2,2,3,1,0,6,1,15,12,0,1,0,0,"School, Communication, Music"
610,4,3,2,4,2,3,4,4,1,3,1,2,3,4,3,2,3,1,2,4,2,4,3,4,2,1,2,6,6,4,5,,2,4,5,4,2,5,4,0,7,1,15,12,0,0,1,0,Communication
611,1,1,1,4,1,,4,3,1,1,4,4,1,4,3,4,1,4,1,4,1,4,4,1,4,1,4,5,7,,7,5,5,2,1,1,1,2,2,4,0,1,16,12,0,0,0,0,Communication
612,4,4,1,4,4,1,4,4,4,4,1,2,4,4,4,1,4,2,4,4,4,1,4,4,1,4,1,3,5,6,2,3,3,1,1,1,1,1,1,1,3,1,19,12,0,0,0,1,Other
613,4,1,1,4,,2,3,3,4,2,1,4,1,3,1,3,3,3,1,4,1,1,2,2,2,,3,1,2,1,2,2,4,3,4,1,1,2,5,,,1,17,12,0,1,0,,School
614,4,4,4,4,4,1,4,4,4,2,1,4,2,1,4,4,4,4,1,4,4,2,4,4,2,4,4,7,5,4,4,3,3,4,3,3,6,3,3,2,0,1,19,12,0,0,1,0,Music
615,4,4,4,4,4,4,2,1,2,2,1,3,1,4,4,2,2,1,2,3,2,1,4,2,3,2,2,6,3,5,2,2,2,3,3,6,6,3,3,0,0,1,17,12,0,0,0,1,Music
616,4,3,2,4,2,2,2,2,1,3,1,2,1,2,2,2,2,4,1,3,2,2,3,2,3,2,2,5,4,5,4,3,5,4,,2,2,2,5,0,10,1,18,12,0,0,1,0,Communication
617,3,4,2,4,4,4,4,4,4,4,1,1,2,2,4,2,1,1,1,4,3,2,4,4,1,2,3,6,7,7,5,3,1,1,2,5,4,2,5,17,8,0,18,12,1,0,1,0,"Other, Gambling"
618,4,1,4,4,1,1,2,3,4,4,4,1,1,4,1,2,,,1,4,3,3,4,3,3,1,2,3,4,3,2,2,3,4,3,1,1,2,1,0,0,1,20,12,0,0,0,1,Music
619,4,4,1,4,1,4,2,4,2,4,1,1,3,3,4,1,2,1,1,4,3,1,4,4,4,1,1,2,2,,3,5,3,2,5,6,2,2,1,3,0,1,19,12,0,0,0,1,
620,4,4,2,3,3,4,3,4,2,3,4,4,3,2,2,4,,4,3,4,2,2,4,2,4,1,3,5,6,3,4,2,5,3,3,6,3,5,4,2,0,1,19,12,0,0,0,0,School
621,4,4,2,4,2,1,2,1,2,3,1,2,4,2,2,4,2,4,1,2,1,2,4,2,2,1,4,5,2,2,2,5,3,2,2,2,2,2,2,,,2,18,12,0,,0,0,"Communication, Music"
622,4,4,4,4,4,4,4,4,4,4,1,1,2,4,4,4,2,4,1,4,2,1,4,4,4,4,2,4,5,4,2,7,2,4,4,2,4,4,2,0,1,1,20,12,0,0,0,0,Music
623,3,1,1,4,1,4,1,1,1,3,1,1,2,3,2,2,2,2,1,4,2,1,3,1,4,2,1,3,2,4,3,2,3,4,3,3,2,2,4,2,0,1,20,12,0,1,0,0,School
624,2,2, ,2,4,4,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,4,2,2,6,6,7,6,5,6,6,6,7,7,7,7,16,0,1,18,13,0,1,0,1,Communication
625,2,3,2,3,4,3,4,3,1,4,1,2,2,3,2,1,3,2,2,1,4,3,3,2,2,2,3,6,6,5,7,3,,5,5,3,2,4,6,9,0,0,21,13,1,0,0,1,Other
626,4,2,1,4,4,4,4,1,4,4,1,4,1,4,4,2,4,4,1,4,4,1,4,4,4,4,4,7,6,7,5,7,7,5,5,2,1,4,5,4,2,0,20,13,0,1,0,1,School
627,3,4,2,3,3,2,4,1,2,2,3,1,4,1,2,3,1,2,3,4,2,2,2,3,3,2,1,5,4,6,6,5,6,2,2,5,,5,3,3,0,0,19,13,0,0,0,1,Communication
628,4,2,4,4,2,4,4,4,1,4,1,4,4,1,1,2,4,1,1,4,2,4,4,2,4,2,4,6,7,6,6,,2,6,3,3,3,5,5,6,0,1,17,13,0,0,0,0,Music
629,4,2,1,3,1,1,2,3,4,4,1,4,4,3,4,3,3,4,4,3,4,2,4,,,,,5,5,2,6,2,,5,,5,2,6,5,4,0,1,18,13,0,0,0,0,Social Media
630,4,1,2,2,4,1,1,2,1,2,1,4,2,1,3,2,3,3,1,4,1,1,4,3,3,1,1,2,1,3,4,4,2,5,2,3,2,5,3,3,0,1,19,13,0,1,0,0,Music
631,,,4,4,4,2,2,2,3,,,2,1,2,3,2,2,3,1,2,1,1,3,2,3,3,4,5,5,2,2,5,2,3,,4,3,2,5,3,0,1,18,13,0,0,0,0,Music
632,4,3,3,4,4,2,3,4,1,4,1,1,1,2,4,4,2,3,4,4,4,4,3,4,4,2,4,5,6,5,6,4,3,7,4,7,4,5,7,3,8,1,21,13,0,1,1,0,Music
633,4,4,4,4,2,3,4,4,4,2,1,3,2,2,4,1,4,2,2,4,3,4,4,4,4,4,2,4,6,3,3,3,4,4,4,4,2,3,5,3,0,1,20,13,0,0,0,0,Communication
634,2,4,1,1,3,2,1,4,4,4,1,4,2,1,4,1,2,4,1,4,4,4,4,4,4,2,4,7,7,5,7,3,,6,1,5,,5,6,3,0,0,17,13,0,1,0,1,Music
635,4,3,1,1,3,4,1,3,4,1,1,1,1,1,1,3,4,3,2,4,1,3,4,2,2,4,2,4,3,,2,2,3,1,,2,1,1,2,2,8,0,19,13,0,1,0,0,Communication
636,4,2,1,4,3,4,2,2,1,4,1,2,3,4,4,1,4,2,1,4,4,4,3,4,4,4,2,2,6,3,1,5,2,1,1,,4,6,3,18,0,1,21,13,0,1,0,0,Music
637,2,1,1,4,2,4,4,4,2,4,1,4,2,4,3,1,1,2,2,4,2,4,4,4,4,1,3,5,5,4,3,2,5,2,5,3,2,1,3,6,0,1,21,13,0,0,1,1,Communication
638,4,1,2,4,4,1,4,,1,4,1,4,4,4,4,2,1,4,1,4,1,2,4,1,4,1,2,6,2,3,5,1,5,3,5,2,1,6,4,2,10,0,20,13,0,0,1,0,School
639,4,2,4,4,2,3,1,2,3,3,1,3,2,4,3,2,3,4,1,4,3,4,4,3,3,1,2,5,6,6,5,3,4,3,5,6,4,6,5,3,0,0,18,13,0,1,0,0,Communication
640,3,4,1,3,4,2,4,3,2,4,1,1,1,3,2,4,2,4,2,4,3,4,4,2,3,2,4,6,4,4,6,,5,2,6,3,4,3,2,5,0,0,18,13,0,0,0,0,Social Media
641,4,4,2,4,4,2,1,3,3,1,3,2,4,3,2,3,1,2,1,3,3,3,4,3,4,2,2,5,6,7,5,3,7,2,7,4,5,5,4,,,,18,13,0,0,0,0,Social Media
642,4,3,4,4,4,4,4,1,4,4,1,4,1,3,1,2,4,4,1,4,2,4,4,4,4,4,1,7,5,7,7,2,7,2,5,5,1,3,5,10,0,0,22,13,0,1,0,1,Other
643,3,1,1,4,3,2,,4,1,4,3,4,4,4,2,3,4,3,1,4,4,1,4,3,4,4,3,4,5,2,2,3,3,6,4,5,4,3,5,0,2,1,19,13,0,0,0,0,Music
644,4,4,2,1,3,2,4,4,4,4,1,4,3,2,3,2,2,3,1,4,2,2,4,3,2,1,3,5,7,6,3,2,4,4,5,5,5,3,6,6,0,1,20,13,0,0,0,1,Other
645,4,4,3,4,,2,4,4,3,4,1,1,1,2,2,1,1,4,1,4,1,1,3,4,4,4,3,4,4,5,6,2,2,2,3,5,1,2,2,2,0,1,18,13,0,0,0,0,School
646,4,2,3,4,4,4,1,4,4,1,3,1,1,4,2,4,4,2,4,4,4,4,4,4,4,3,4,2,6,3,2,2,1,2,5,5,1,7,7,1,0,1,19,13,0,0,0,0,School
647,,,,,,,,,,,,,,,,2,2,4,1,1,3,2,4,4,4,2,1,5,,3,2,2,7,3,1,1,1,5,7,4,0,1,20,13,0,0,0,0,School
648,4,4,1,4,2,4,1,3,2,4,1,1,1,1,2,1,1,1,2,2,4,2,4,1,2,1,2,7,5,3,2,6,2,6,2,6,2,2,4,7,0,1,27,13,0,0,1,0,School
649,4,3,,4,2,,2,2,2,1,1,3,2,2,2,2,2,3,1,4,3,4,4,2,2,2,3,4,3,2,2,4,4,4,3,2,4,5,3,,,0,19,13,0,0,0,0,School
650,3,1,1,4,1,4,4,4,1,4,1,1,3,2,2,1,4,2,1,4,4,4,4,2,4,2,2,5,5,5,1,1,1,3,3,1,1,1,1,1,0,1,20,13,0,0,1,0,Games
651,3,3,1,3,2,1,2,3,1,1,1,3,3,3,1,4,1,,1,4,4,1,4,4,4,2,2,6,7,6,2,2,5,,4,3,2,1,3,3,0,1,20,13,0,0,0,1,Music
652,4,4,2,4,3,3,3,4,2,4,1,4,3,4,4,3,2,3,1,4,2,1,4,4,4,2,4,6,3,4,5,4,6,4,4,6,,5,5,3,0,1,21,13,0,0,0,0,Social Media
653,4,1,1,4,4,1,4,4,4,3,4,1,1,2,1,4,4,4,1,4,4,2,4,4,1,4,1,4,5,6,4,,2,2,2,5,2,6,5,3,0,1,23,13,0,1,0,0,Music
654,4,2,1,2,2,1,2,2,2,1,1,1,4,1,2,2,2,2,3,4,2,2,4,3,1,3,3,2,2,2,2,2,2,1,2,2,1,1,2,3,0,1,23,13,0,0,0,1,Communication
655,4,1,1,3,1,1,2,1,,3,4,4,4,3,1,2,3,1,3,4,4,4,4,1,4,3,3,3,6,5,4,2,4,5,2,5,5,3,2,5,0,1,19,13,0,0,0,1,School
656,4,1,1,1,2,2,2,1,2,2,2,4,1,2,1,2,3,3,2,3,2,2,4,2,2,2,2,6,6,6,5,3,5,5,4,4,2,5,4,4,0,1,20,13,0,0,0,1,Music
657,4,4,1,4,3,4,3,3,2,4,2,4,1,3,2,1,4,3,1,4,2,3,4,2,1,1,2,4,,2,5,5,5,6,6,4,3,3,2,0,2,0,18,13,0,0,0,0,Social Media
658,4,2,2,1,4,4,2,4,1,4,1,4,1,2,2,2,2,2,2,2,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,17,13,0,1,0,1,Music
659,1,3,,2,4,4,1,2,4,1,4,1,4,4,4,4,1,4,1,4,1,2,4,1,4,4,4,5,7,7,7,2,7,2,,,6,6,7,6,0,0,17,13,0,1,0,1,Social Media
660,2,1,2,4,4,4,3,1,1,4,1,1,1,2,2,1,4,1,4,1,4,1,2,4,2,4,2,6,6,4,5,,4,3,5,3,1,1,4,8,0,1,19,13,0,1,0,1,Social Media
661,2,2,4,1,1,2,4,4,3,1,1,1,1,3,4,1,4,4,1,3,1,2,4,2,2,2,4,3,1,1,2,5,1,1,1,7,5,4,4,2,1,0,18,13,0,0,1,1,Games
662,4,,1,4,2,4,1,4,2,4,1,1,1,1,2,1,4,2,1,1,4,1,4,4,1,2,1,5,4,,5,4,6,5,6,6,5,3,7,3,0,1,19,13,0,1,1,0,"School, Communication, Social Media, Music"
663,4,4,3,4,2,2,1,2,1,4,1,4,4,3,3,2,4,3,1,4,2,4,4,4,4,2,3,5,5,6,,6,4,3,5,4,1,4,3,7,3,0,18,13,0,0,1,0,Communication
664,4,4,,2,3,4,4,4,2,4,4,3,1,4,4,2,4,4,1,4,1,1,4,2,4,4,2,6,6,6,6,6,4,3,7,5,2,7,6,5,0,1,18,13,0,0,0,0,Social Media
665,4,2,1,4,2,4,3,2,4,4,1,1,2,4,4,2,2,3,1,2,2,3,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,20,13,0,1,1,1,Other
666,4,2,1,4,1,4,1,1,1,1,1,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,1,5,5,6,6,4,7,3,2,5,5,,5,2,0,1,19,13,0,0,0,0,School
667,2,3,,1,4,4,4,,3,4,4,2,1,2,1,4,4,4,1,4,1,4,4,2,4,4,3,2,4,4,,2,2,5,,1,1,2,2,1,0,1,21,13,0,0,1,1,School
668,4,2,1,4,2,4,3,2,4,4,1,2,2,4,3,2,2,3,2,2,2,3,4,2,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,18,13,0,1,0,1,School
669,4,4,,1,4,1,3,1,2,4,3,1,2,4,4,2,4,3,3,4,4,2,4,1,4,2,3,4,6,6,2,6,,5,3,3,6,7,5,3,0,1,19,13,0,0,0,0,Communication
670,4,4,4,4,,4,4,4,4,4,1,4,4,4,3,2,4,4,1,4,4,4,4,4,4,4,2,2,4,6,2,1,2,1,6,6,1,3,4,1,0,1,22,13,0,0,0,0,Communication
671,4,4,4,4,1,4,4,4,4,1,1,4,4,2,4,2,4,2,1,2,4,4,4,4,4,1,4,6,6,6,5,2,5,1,2,1,1,2,6,6,0,1,18,13,0,0,1,0,Music
672,4,3,4,4,2,4,4,2,1,4,1,4,1,1,1,1,2,2,2,4,4,2,4,4,4,4,2,4,3,3,3,3,6,3,3,3,3,4,4,3,6,1,20,13,0,0,0,0,Communication
673,4,1,4,4,4,4,4,2,2,,1,1,2,4,4,4,4,4,1,4,4,2,4,4,4,1,1,3,3,3,3,1,3,2,2,2,2,2,1,0,1,1,20,13,0,0,0,0,School
674,4,4,1,4,4,4,4,4,4,4,1,1,4,4,2,1,1,2,3,2,1,1,4,4,4,4,2,5,5,7,7,2,7,5,3,7,7,5,7,3,0,1,20,13,0,0,1,1,Social Media
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
